,bib,id,name,q_rank,q_split1,q_split2,q_split3,q_split4,q_split5,q_start,q_start_rev,q_status,uci,q_points,r_points,rank,split1,split2,split3,split4,split5,start,start_rev,status,points,qr_diff,q_split1_rank,q_split1_vs_best,q_split1_vs_winner,q_split2_rank,q_split2_vs_best,q_split2_vs_winner,q_split2_sector,q_split2_sector_rank,q_split2_sector_vs_best,q_split2_sector_vs_winner,q_split3_rank,q_split3_vs_best,q_split3_vs_winner,q_split3_sector,q_split3_sector_rank,q_split3_sector_vs_best,q_split3_sector_vs_winner,q_split4_rank,q_split4_vs_best,q_split4_vs_winner,q_split4_sector,q_split4_sector_rank,q_split4_sector_vs_best,q_split4_sector_vs_winner,q_split5_rank,q_split5_vs_best,q_split5_vs_winner,q_split5_sector,q_split5_sector_rank,q_split5_sector_vs_best,q_split5_sector_vs_winner,split1_rank,split1_vs_best,split1_vs_winner,split2_rank,split2_vs_best,split2_vs_winner,split2_sector,split2_sector_rank,split2_sector_vs_best,split2_sector_vs_winner,split3_rank,split3_vs_best,split3_vs_winner,split3_sector,split3_sector_rank,split3_sector_vs_best,split3_sector_vs_winner,split4_rank,split4_vs_best,split4_vs_winner,split4_sector,split4_sector_rank,split4_sector_vs_best,split4_sector_vs_winner,split5_rank,split5_vs_best,split5_vs_winner,split5_sector,split5_sector_rank,split5_sector_vs_best,split5_sector_vs_winner,speed_x,speed_y,speed,q_speed,speed_ms,speed_ms_vs_best,speed_rank,q_speed_rank,BirthDate,CategoryCode,FamilyName,GivenName,Id,Nation,Outfit,PrintName,Protected,RaceId,RaceNr,ScoreboardName,StartOrder,StartTime,UciCode,UciRank,UciRiderId,UciTeamCode,UciTeamId,UciTeamName,WorldCupRank,Age
20,13,2013,CAPPELLARI Carina,21,76.437,202.17,283.523,361.367,413.092,12,24,Finished,10006911535,,,,,,,,,,,,0.0,,10.0,5.8089999999999975,4.994,20.0,41.20099999999999,41.20099999999999,125.73299999999999,20.0,36.206999999999994,36.206999999999994,19.0,72.11300000000003,62.33800000000002,81.35300000000004,24.0,33.36800000000005,21.13700000000003,22.0,93.144,82.428,77.844,25.0,21.030999999999977,20.089999999999975,21.0,105.57,95.81099999999998,51.724999999999966,27.0,13.382999999999981,13.382999999999981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.858999999999995,,48.858999999999995,,,,19.0,1991-11-06T00:00:00,WE,CAPPELLARI,Carina,1197084694808804,SUI,NCh,CAPPELLARI Carina,False,0,13,CAPPELLARI C,12,48930000,SUI19911106,10,10006911535,MNR,2039,HIAG DATA - NS-BIKES FACTORY RACING,13,26
21,17,2017,CHAPPAZ Melanie,22,85.053,196.024,287.338,359.049,413.227,15,21,Finished,10011008066,,,,,,,,,,,,0.0,,21.0,14.424999999999997,13.61,16.0,35.05500000000001,35.05500000000001,110.971,14.0,21.445000000000007,21.445000000000007,22.0,75.92800000000003,66.15300000000002,91.31400000000002,26.0,43.329000000000036,31.098000000000013,21.0,90.82599999999996,80.10999999999996,71.71099999999996,20.0,14.89799999999994,13.956999999999937,22.0,105.70499999999998,95.94599999999997,54.178,28.0,15.836000000000013,15.836000000000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.047,,50.047,,,,15.0,1999-03-12T00:00:00,WE,CHAPPAZ,Melanie,1197084694808807,FRA,,CHAPPAZ Melanie,False,0,17,CHAPPAZ M,15,49020000,FRA19990312,12,10011008066,HTH,3167,HOPE TECHNOLOGY,0,19
22,37,2037,BATTOLLA Eva,23,84.993,244.046,303.192,375.216,420.616,31,5,Finished,10010936631,,,,,,,,,,,,0.0,,20.0,14.364999999999995,13.549999999999997,26.0,83.077,83.077,159.053,26.0,69.527,69.527,24.0,91.78200000000001,82.007,59.146000000000015,12.0,11.16100000000003,-1.0699999999999932,23.0,106.993,96.27699999999999,72.024,21.0,15.210999999999984,14.269999999999982,23.0,113.094,103.33499999999998,45.39999999999998,20.0,7.057999999999993,7.057999999999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.986000000000004,,51.986000000000004,,,,12.0,1998-12-05T00:00:00,WE,BATTOLLA,Eva,1197084694808823,SUI,,BATTOLLA Eva,False,0,37,BATTOLLA E,31,49500000,SUI19981205,192,10010936631,,0,,20,19
23,30,2030,BALANCHE Camille,24,88.363,193.682,306.843,377.941,423.346,25,11,Finished,10016567984,,,,,,,,,,,,0.0,,26.0,17.735,16.92,13.0,32.712999999999994,32.712999999999994,105.31899999999999,10.0,15.792999999999992,15.792999999999992,25.0,95.43300000000002,85.65800000000002,113.16100000000003,27.0,65.17600000000004,52.94500000000002,24.0,109.71799999999996,99.00199999999995,71.09799999999996,19.0,14.28499999999994,13.343999999999937,24.0,115.82400000000001,106.065,45.40500000000003,21.0,7.063000000000045,7.063000000000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.826,,47.826,,,,22.0,1990-03-01T00:00:00,WE,BALANCHE,Camille,1197084694808817,SUI,,BALANCHE Camille,False,0,30,BALANCHE C,25,49320000,SUI19900301,60,10016567984,,0,,17,28
24,32,2032,BJORKMAN Josefine,25,88.151,222.759,291.33,378.444,425.266,27,9,Finished,10007928015,,,,,,,,,,,,0.0,,25.0,17.522999999999996,16.708,24.0,61.78999999999999,61.78999999999999,134.608,23.0,45.08200000000001,45.08200000000001,23.0,79.91999999999999,70.14499999999998,68.571,18.0,20.586000000000013,8.35499999999999,25.0,110.221,99.505,87.11400000000003,28.0,30.301000000000016,29.360000000000014,25.0,117.74400000000003,107.98500000000001,46.822,24.0,8.480000000000018,8.480000000000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.727,,45.727,,,,26.0,1994-02-24T00:00:00,WE,BJORKMAN,Josefine,1197084694808819,SWE,N,BJORKMAN Josefine,False,0,32,BJORKMAN J,27,49380000,SWE19940224,98,10007928015,,0,,0,24
25,39,2039,PAGEAU Rachel,26,85.11,194.565,312.469,380.844,429.534,33,3,Finished,10008178595,,,,,,,,,,,,0.0,,22.0,14.482,13.667000000000002,14.0,33.596000000000004,33.596000000000004,109.455,11.0,19.929000000000002,19.929000000000002,26.0,101.059,91.28399999999999,117.904,29.0,69.91900000000001,57.68799999999999,26.0,112.62099999999998,101.90499999999997,68.375,17.0,11.561999999999983,10.620999999999981,26.0,122.012,112.25299999999999,48.69,26.0,10.348000000000013,10.348000000000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.221000000000004,,44.221000000000004,,,,27.0,1995-08-01T00:00:00,WE,PAGEAU,Rachel,1197084694808825,CAN,,PAGEAU Rachel,False,0,39,PAGEAU R,33,49560000,CAN19950801,199,10008178595,,0,,0,22
26,14,2014,MILLER Miranda,27,112.159,279.009,355.951,423.792,467.61,13,23,Finished,10005872726,,,,,,,,,,,,0.0,,28.0,41.531000000000006,40.71600000000001,27.0,118.04000000000002,118.04000000000002,166.85000000000002,28.0,77.32400000000003,77.32400000000003,28.0,144.54100000000003,134.76600000000002,76.94200000000001,22.0,28.957000000000022,16.726,27.0,155.56899999999996,144.85299999999995,67.84099999999995,15.0,11.027999999999935,10.086999999999932,27.0,160.08800000000002,150.329,43.81800000000004,16.0,5.476000000000056,5.476000000000056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.351000000000006,,53.351000000000006,,,,9.0,1990-03-02T00:00:00,WE,MILLER,Miranda,1197084694808805,CAN,WCh,MILLER Miranda,False,0,14,MILLER M,13,48960000,CAN19900302,8,10005872726,SGR,1667,SPECIALIZED GRAVITY,14,28
27,19,2019,RONNING Frida Helena,28,132.424,294.43,354.482,429.022,476.223,17,19,Finished,10008084326,,,,,,,,,,,,0.0,,29.0,61.79600000000001,60.98100000000001,28.0,133.461,133.461,162.006,27.0,72.48,72.48,27.0,143.07200000000003,133.29700000000003,60.05200000000002,13.0,12.067000000000036,-0.16399999999998727,28.0,160.79899999999998,150.08299999999997,74.53999999999996,24.0,17.726999999999947,16.785999999999945,28.0,168.70100000000002,158.942,47.20100000000002,25.0,8.859000000000037,8.859000000000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.14,,46.14,,,,25.0,1995-07-09T00:00:00,WE,RONNING,Frida Helena,1197084694808809,NOR,NCh,RONNING Frida Helena,False,0,19,RONNING F,17,49080000,NOR19950709,18,10008084326,,0,,19,23
28,36,2036,GREEN Sumayyah,29,109.34,322.847,440.063,585.294,643.636,30,6,Finished,10016172712,,,,,,,,,,,,0.0,,27.0,38.712,37.897000000000006,29.0,161.878,161.878,213.50699999999998,29.0,123.98099999999998,123.98099999999998,29.0,228.653,218.878,117.21600000000001,28.0,69.23100000000002,57.0,29.0,317.07099999999997,306.35499999999996,145.231,29.0,88.41799999999998,87.47699999999998,29.0,336.114,326.35499999999996,58.341999999999985,29.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.466,,41.466,,,,28.0,1999-05-13T00:00:00,WE,GREEN,Sumayyah,1197084694808822,GBR,,GREEN Sumayyah,False,0,36,GREEN S,30,49470000,GBR19990513,179,10016172712,,0,,0,19
29,24,2024,RUTZ Lea Salome,30,,,,,,21,15,DNF,10010012000,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-01-25T00:00:00,WE,RUTZ,Lea Salome,1197084694808813,SUI,,RUTZ Lea Salome,False,0,24,RUTZ L,21,49200000,SUI19950125,32,10010012000,,0,,0,23
30,31,2031,ARACIL ALBA Blanca,31,,,,,,26,10,DNF,10009895701,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-11-20T00:00:00,WE,ARACIL ALBA,Blanca,1197084694808818,AND,N,ARACIL ALBA Blanca,False,0,31,ARACIL ALBA,26,49350000,AND19981120,67,10009895701,,0,,0,19
31,34,2034,MISSIAGGIA Alessia,32,,,,,,29,7,DNF,10011213786,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-01-29T00:00:00,WE,MISSIAGGIA,Alessia,1197084694808821,ITA,,MISSIAGGIA Alessia,False,0,34,MISSIAGGIA A,29,49440000,ITA19990129,132,10011213786,,0,,0,19
32,41,2041,STRAEDET Hilde,33,,,,,,35,1,DNF,10010681906,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986-03-17T00:00:00,WE,STRAEDET,Hilde,1197084694808827,NOR,N,STRAEDET Hilde,False,0,41,STRAEDET H,35,49620000,NOR19860317,0,10010681906,,0,,0,32
33,1,2001,NICOLE Myriam,34,,,,,,1,35,DNS,10004535237,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-02-08T00:00:00,WE,NICOLE,Myriam,1197084694808793,FRA,WCL,NICOLE Myriam,False,0,1,NICOLE M,1,48600000,FRA19900208,1,10004535237,CVN,1590,COMMENCAL / VALLNORD,1,28
34,38,2038,HARNDEN Catherine,35,,,,,,32,4,DNS,10010084546,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-12-21T00:00:00,WE,HARNDEN,Catherine,1197084694808824,CAN,,HARNDEN Catherine,False,0,38,HARNDEN C,32,49530000,CAN19921221,193,10010084546,,0,,0,25
