,BirthDate,CategoryCode,FamilyName,GivenName,Id,Nation,Outfit,PrintName,Protected,RaceId,RaceNr,ScoreboardName,StartOrder,StartTime,UciCode,UciRank,UciRiderId,UciTeamCode,UciTeamId,UciTeamName,WorldCupRank,Age
1152,1994-07-07T00:00:00,ME,RIED,Elliot,1197084694808714,AUS,N,RIED Elliot,False,0,152,RIED E,133,54360000,AUS19940707,0,10013710730,,0,,0,24
1153,1994-11-02T00:00:00,ME,PAROZ,Junior,1197084694808715,SUI,N,PAROZ Junior,False,0,153,PAROZ J,134,54390000,SUI19941102,0,10013451961,,0,,0,23
1154,1995-10-28T00:00:00,ME,SUMMERS,Lewis,1197084694808716,GBR,N,SUMMERS Lewis,False,0,154,SUMMERS L,135,54420000,GBR19951028,0,10013909477,,0,,0,22
1155,1991-08-02T00:00:00,ME,CABIROU,Marc,1197084694808717,FRA,N,CABIROU Marc,False,0,155,CABIROU M,136,54450000,FRA19910802,0,10011920674,,0,,0,26
1156,1994-01-25T00:00:00,ME,KAUPAS,Wiley,1197084694808718,USA,N,KAUPAS Wiley,False,0,156,KAUPAS W,137,54480000,USA19940125,0,10014688814,,0,,0,24
1157,1999-09-09T00:00:00,ME,ERIKSSON,Adam,1197084694808719,SWE,N,ERIKSSON Adam,False,0,157,ERIKSSON A,138,54510000,SWE19990909,0,10016021249,,0,,0,18
1158,1998-03-07T00:00:00,ME,WHITE,Jackson,1197084694808720,AUS,N,WHITE Jackson,False,0,158,WHITE J,139,54540000,AUS19980307,0,10011108096,,0,,0,20
1160,1997-09-05T00:00:00,ME,SHIRLEY,Jake,1197084694808721,NZL,N,SHIRLEY Jake,False,0,160,SHIRLEY J,140,54570000,NZL19970905,0,10014311625,,0,,0,20
1163,1992-10-06T00:00:00,ME,SHAW,Samuel,1197084694808722,NZL,N,SHAW Samuel,False,0,163,SHAW S,141,54600000,NZL19921006,0,10007558203,,0,,0,25
1164,1999-06-02T00:00:00,ME,BOLDI,Trevor,1197084694808723,USA,N,BOLDI Trevor,False,0,164,BOLDI T,142,54630000,USA19990602,0,10052416962,,0,,0,19
1165,1993-05-01T00:00:00,ME,HEDMAN,Tim,1197084694808724,SWE,N,HEDMAN Tim,False,0,165,HEDMAN T,143,54660000,SWE19930501,0,10007886585,,0,,0,25
1166,1998-10-24T00:00:00,ME,MONTANIER,Ari,1197084694808725,SUI,N,MONTANIER Ari,False,0,166,MONTANIER A,144,54690000,SUI19981024,0,10010012404,,0,,0,19
1167,1999-08-15T00:00:00,ME,BATE,Conor,1197084694808726,IRL,N,BATE Conor,False,0,167,BATE C,145,54720000,IRL19990815,0,10011103147,,0,,0,18
1168,1991-09-18T00:00:00,ME,ANDRIOTIS,Konstantinos,1197084694808710,GRE,N,ANDRIOTIS Konstantinos,False,0,168,ANDRIOTIS K,129,54240000,GRE19910918,619,10007144840,,0,,0,26
