,BirthDate,CategoryCode,FamilyName,GivenName,Id,Nation,Outfit,PrintName,RaceId,RaceNr,ScoreboardName,StartOrder,StartTime,UciCode,UciRank,UciRiderId,UciTeamCode,UciTeamId,UciTeamName,WorldCupRank,Age
1149,1991-04-07T00:00:00,ME,PRIES,Timo,1197024565271686,GER,N,PRIES Timo,0,149,PRIES T,134,54390000,GER19910407,494,10007753718,,0,,0,27
1150,1999-07-15T00:00:00,ME,POULSON,Anthony,1197024565271687,CAN,N,POULSON Anthony,0,150,POULSON A,135,54420000,CAN19990715,562,10011086070,KON,1012,KONA FACTORY TEAM,0,18
1151,1994-01-25T00:00:00,ME,KAUPAS,Wiley,1197024565271688,USA,N,KAUPAS Wiley,0,151,KAUPAS W,136,54450000,USA19940125,566,10014688814,,0,,0,24
1152,1994-02-18T00:00:00,ME,BERNET,Jonas,1197024565271689,SUI,N,BERNET Jonas,0,152,BERNET J,137,54480000,SUI19940218,579,10007888003,,0,,0,24
1153,1993-05-01T00:00:00,ME,HEDMAN,Tim,1197024565271690,SWE,N,HEDMAN Tim,0,153,HEDMAN T,138,54510000,SWE19930501,586,10007886585,,0,,0,25
1154,1991-09-18T00:00:00,ME,ANDRIOTIS,Konstantinos,1197024565271691,GRE,N,ANDRIOTIS Konstantinos,0,154,ANDRIOTIS K,139,54540000,GRE19910918,625,10007144840,,0,,0,26
1155,1999-08-15T00:00:00,ME,BATE,Conor,1197024565271692,IRL,N,BATE Conor,0,155,BATE C,140,54570000,IRL19990815,630,10011103147,,0,,0,18
1156,1999-03-19T00:00:00,ME,FOLVARCNY,Petr,1197024565271693,CZE,N,FOLVARCNY Petr,0,156,FOLVARCNY P,141,54600000,CZE19990319,648,10011101733,,0,,0,19
1157,1993-09-16T00:00:00,ME,WILLIAMS,Michael,1197024565271694,AUS,N,WILLIAMS Michael,0,157,WILLIAMS M,142,54630000,AUS19930916,651,10011112746,,0,,0,24
1158,1993-05-01T00:00:00,ME,MARCINA,Peter,1197024565271695,SVK,N,MARCINA Peter,0,158,MARCINA P,143,54660000,SVK19930501,696,10011103854,,0,,0,25
1159,1998-04-26T00:00:00,ME,HART,Will,1197024565271696,GBR,N,HART Will,0,159,HART W,144,54690000,GBR19980426,710,10010007249,,0,,0,20
1160,1994-01-11T00:00:00,ME,GUIBAL,Thomas,1197024565271697,FRA,N,GUIBAL Thomas,0,160,GUIBAL T,145,54720000,FRA19940111,720,10011238442,,0,,0,24
1161,1999-11-16T00:00:00,ME,REUSSER,Pascal,1197024565271698,SUI,N,REUSSER Pascal,0,161,REUSSER P,146,54750000,SUI19991116,734,10011013322,,0,,0,18
1163,1995-08-15T00:00:00,ME,ERLANGSEN,Theo,1197024565271699,RSA,NCh,ERLANGSEN Theo,0,163,ERLANGSEN T,147,54780000,RSA19950815,749,10008867400,,0,,0,22
1164,1998-03-07T00:00:00,ME,WHITE,Jackson,1197024565271700,AUS,N,WHITE Jackson,0,164,WHITE J,148,54810000,AUS19980307,0,10011108096,,0,,0,20
1166,1991-02-25T00:00:00,ME,LANFREDI,Gabriel Imseis,1197024565271701,BRA,N,LANFREDI Gabriel Imseis,0,166,LANFREDI G,149,54840000,BRA19910225,0,10012924020,,0,,0,27
1167,1999-09-09T00:00:00,ME,ERIKSSON,Adam,1197024565271702,SWE,N,ERIKSSON Adam,0,167,ERIKSSON A,150,54870000,SWE19990909,0,10016021249,,0,,0,18
1168,1997-01-10T00:00:00,ME,NEUBAUER,Julian,1197024565271703,AUT,N,NEUBAUER Julian,0,168,NEUBAUER J,151,54900000,AUT19970110,0,10009566204,,0,,0,21
1169,1999-11-11T00:00:00,ME,PIRKER,Sebastian,1197024565271704,AUT,N,PIRKER Sebastian,0,169,PIRKER S,152,54930000,AUT19991111,0,10011213180,,0,,0,18
1171,1994-08-02T00:00:00,ME,ORY,Harrison,1197024565271705,USA,N,ORY Harrison,0,171,ORY H,153,54960000,USA19940802,0,10010038268,,0,,0,23
1172,1997-12-11T00:00:00,ME,SANDBERG,Jonathan,1197024565271706,SWE,N,SANDBERG Jonathan,0,172,SANDBERG J,154,54990000,SWE19971211,0,10010012707,,0,,0,20
1173,1999-06-02T00:00:00,ME,BOLDI,Trevor,1197024565271707,USA,N,BOLDI Trevor,0,173,BOLDI T,155,55020000,USA19990602,0,10052416962,,0,,0,19
1174,1995-02-19T00:00:00,ME,DAVIES,Kieran,1197024565271708,GBR,N,DAVIES Kieran,0,174,DAVIES K,156,55050000,GBR19950219,0,10017887386,,0,,0,23
1175,1998-07-17T00:00:00,ME,HAGGREN,Oliver,1197024565271709,DEN,N,HAGGREN Oliver,0,175,HAGGREN O,157,55080000,DEN19980717,0,10054153262,,0,,0,19
1176,1994-07-07T00:00:00,ME,RIED,Elliot,1197024565271710,AUS,N,RIED Elliot,0,176,RIED E,158,55110000,AUS19940707,0,10013710730,,0,,0,23
