,bib,id,name,q_rank,q_split1,q_split2,q_split3,q_split4,q_split5,q_start,q_start_rev,q_status,uci,q_points,r_points,rank,split1,split2,split3,split4,split5,start,start_rev,status,points,qr_diff,q_split1_rank,q_split1_vs_best,q_split1_vs_winner,q_split2_rank,q_split2_vs_best,q_split2_vs_winner,q_split2_sector,q_split2_sector_rank,q_split2_sector_vs_best,q_split2_sector_vs_winner,q_split3_rank,q_split3_vs_best,q_split3_vs_winner,q_split3_sector,q_split3_sector_rank,q_split3_sector_vs_best,q_split3_sector_vs_winner,q_split4_rank,q_split4_vs_best,q_split4_vs_winner,q_split4_sector,q_split4_sector_rank,q_split4_sector_vs_best,q_split4_sector_vs_winner,q_split5_rank,q_split5_vs_best,q_split5_vs_winner,q_split5_sector,q_split5_sector_rank,q_split5_sector_vs_best,q_split5_sector_vs_winner,split1_rank,split1_vs_best,split1_vs_winner,split2_rank,split2_vs_best,split2_vs_winner,split2_sector,split2_sector_rank,split2_sector_vs_best,split2_sector_vs_winner,split3_rank,split3_vs_best,split3_vs_winner,split3_sector,split3_sector_rank,split3_sector_vs_best,split3_sector_vs_winner,split4_rank,split4_vs_best,split4_vs_winner,split4_sector,split4_sector_rank,split4_sector_vs_best,split4_sector_vs_winner,split5_rank,split5_vs_best,split5_vs_winner,split5_sector,split5_sector_rank,split5_sector_vs_best,split5_sector_vs_winner,speed,q_speed,speed_ms,speed_ms_vs_best,speed_rank,q_speed_rank,BirthDate,CategoryCode,FamilyName,GivenName,Id,Nation,Outfit,PrintName,RaceId,RaceNr,ScoreboardName,StartOrder,StartTime,UciCode,UciRank,UciRiderId,UciTeamCode,UciTeamId,UciTeamName,WorldCupRank,Age
29,49,1049,MARIN Alex,19,48.178,85.793,124.942,169.89,201.471,44,115,Finished,10009452935,6.0,31.0,30.0,47.5,84.093,122.761,167.274,198.458,38.0,25.0,Finished,37.0,-3.0130000000000052,35.0,2.1599999999999966,1.036999999999999,29.0,2.828000000000003,1.9200000000000017,37.61500000000001,32.0,1.4760000000000062,0.8830000000000027,19.0,3.0919999999999987,2.0959999999999894,39.14899999999999,10.0,0.6759999999999877,0.17599999999998772,18.0,4.838999999999999,3.907999999999987,44.94799999999999,28.0,2.1950000000000074,1.8119999999999976,19.0,5.581000000000017,4.943000000000012,31.581000000000017,28.0,1.1410000000000196,1.035000000000025,41.0,2.2439999999999998,2.2439999999999998,36.0,3.6270000000000095,3.3490000000000038,36.593,28.0,1.6520000000000081,1.105000000000004,34.0,4.403999999999996,4.344999999999999,38.66799999999999,21.0,1.4569999999999936,0.9959999999999951,31.0,6.356999999999999,6.356999999999999,44.513000000000005,34.0,2.055000000000007,2.0120000000000005,30.0,7.4669999999999845,7.4669999999999845,31.183999999999997,24.0,1.156000000000006,1.1099999999999852,57.817,56.875,16.060277777777777,0.5847222222222221,8.0,8.0,1997-03-25T00:00:00,ME,MARIN,Alex,1197024565271596,ESP,,MARIN Alex,0,49,MARIN A,44,51690000,ESP19970325,29,10009452935,MST,1680,MADISON SARACEN FACTORY TEAM,49,21
30,26,1026,WALKER Matt,14,47.42,84.789,124.801,169.066,200.881,24,135,Finished,10011016756,11.0,30.0,31.0,47.084,83.607,123.057,167.351,198.48,42.0,21.0,Finished,41.0,-2.4010000000000105,14.0,1.402000000000001,0.27900000000000347,16.0,1.823999999999998,0.9159999999999968,37.369,22.0,1.2299999999999969,0.6369999999999933,16.0,2.9510000000000076,1.9549999999999983,40.012,37.0,1.5390000000000015,1.0390000000000015,12.0,4.015000000000015,3.084000000000003,44.265,13.0,1.5120000000000147,1.1290000000000049,14.0,4.991000000000014,4.353000000000009,31.814999999999998,45.0,1.375,1.2690000000000055,31.0,1.828000000000003,1.828000000000003,29.0,3.1410000000000053,2.8629999999999995,36.522999999999996,26.0,1.5820000000000007,1.0349999999999966,37.0,4.700000000000003,4.641000000000005,39.45,44.0,2.2390000000000043,1.7780000000000058,32.0,6.4339999999999975,6.4339999999999975,44.294,28.0,1.8359999999999985,1.7929999999999922,31.0,7.488999999999976,7.488999999999976,31.12899999999999,22.0,1.100999999999999,1.0549999999999784,56.045,54.31399999999999,15.568055555555556,1.0769444444444431,29.0,42.0,1999-05-25T00:00:00,ME,WALKER,Matt,1197024565271576,GBR,,WALKER Matt,0,26,WALKER M,24,51090000,GBR19990525,31,10011016756,MST,1680,MADISON SARACEN FACTORY TEAM,26,19
31,35,1035,MASTERS Edward,36,47.607,86.226,125.691,171.245,203.701,32,127,Finished,10005560003,,29.0,32.0,46.588,83.154,122.142,167.253,198.663,23.0,40.0,Finished,29.0,-5.0379999999999825,18.0,1.5889999999999986,0.4660000000000011,39.0,3.2609999999999957,2.3529999999999944,38.619,73.0,2.479999999999997,1.8869999999999933,32.0,3.841000000000008,2.844999999999999,39.465,16.0,0.9920000000000044,0.49200000000000443,33.0,6.194000000000017,5.263000000000005,45.554,45.0,2.801000000000016,2.4180000000000064,36.0,7.811000000000007,7.173000000000002,32.45599999999999,82.0,2.015999999999991,1.9099999999999966,20.0,1.3320000000000007,1.3320000000000007,22.0,2.6880000000000024,2.4099999999999966,36.565999999999995,27.0,1.625,1.0779999999999959,22.0,3.7849999999999966,3.725999999999999,38.988,32.0,1.777000000000001,1.3160000000000025,30.0,6.335999999999984,6.335999999999984,45.11099999999999,44.0,2.6529999999999916,2.609999999999985,32.0,7.671999999999997,7.671999999999997,31.410000000000025,30.0,1.3820000000000334,1.3360000000000127,56.54,56.291000000000004,15.705555555555556,0.9394444444444439,20.0,16.0,1989-08-18T00:00:00,ME,MASTERS,Edward,1197024565271584,NZL,NCh,MASTERS Edward,0,35,MASTERS E,32,51330000,NZL19890818,48,10005560003,PFR,1864,PIVOT FACTORY RACING,35,28
32,65,1065,LUKASIK Slawomir,32,46.789,84.584,124.846,170.912,203.063,58,101,Finished,10007405932,,28.0,33.0,46.402,83.268,122.354,167.207,198.996,27.0,36.0,Finished,28.0,-4.066999999999979,6.0,0.7710000000000008,-0.35199999999999676,13.0,1.6189999999999998,0.7109999999999985,37.795,37.0,1.6559999999999988,1.0629999999999953,18.0,2.9960000000000093,2.0,40.262,52.0,1.7890000000000015,1.2890000000000015,31.0,5.861000000000018,4.930000000000007,46.066,60.0,3.3130000000000166,2.930000000000007,32.0,7.173000000000002,6.534999999999997,32.15099999999998,62.0,1.7109999999999843,1.6049999999999898,13.0,1.1460000000000008,1.1460000000000008,25.0,2.8020000000000067,2.524000000000001,36.866,35.0,1.9250000000000043,1.3780000000000001,24.0,3.997,3.9380000000000024,39.086,35.0,1.875,1.4140000000000015,29.0,6.289999999999992,6.289999999999992,44.852999999999994,39.0,2.394999999999996,2.3519999999999897,33.0,8.004999999999995,8.004999999999995,31.789000000000016,38.0,1.761000000000024,1.7150000000000034,55.478,54.623000000000005,15.410555555555556,1.2344444444444438,37.0,37.0,1993-05-01T00:00:00,ME,LUKASIK,Slawomir,1197024565271610,POL,NCh,LUKASIK Slawomir,0,65,LUKASIK S,58,52110000,POL19930501,37,10007405932,MNR,2039,HIAG DATA - NS-BIKES FACTORY RACING,0,25
33,61,1061,HANNAH Michael,46,48.938,87.366,126.081,172.701,204.931,55,104,Finished,10002815812,,27.0,34.0,47.66,84.679,122.538,167.864,199.419,14.0,49.0,Finished,27.0,-5.5120000000000005,63.0,2.9200000000000017,1.7970000000000041,65.0,4.400999999999996,3.492999999999995,38.428,67.0,2.2889999999999944,1.6959999999999908,37.0,4.231000000000009,3.2349999999999994,38.715,2.0,0.24200000000000443,-0.25799999999999557,46.0,7.650000000000006,6.718999999999994,46.61999999999999,79.0,3.8670000000000044,3.4839999999999947,46.0,9.041000000000025,8.40300000000002,32.23000000000002,68.0,1.7900000000000205,1.684000000000026,48.0,2.4039999999999964,2.4039999999999964,45.0,4.213000000000008,3.9350000000000023,37.019000000000005,39.0,2.07800000000001,1.531000000000006,29.0,4.180999999999997,4.122,37.858999999999995,4.0,0.6479999999999961,0.1869999999999976,36.0,6.947000000000003,6.947000000000003,45.32600000000001,47.0,2.868000000000009,2.825000000000003,34.0,8.427999999999997,8.427999999999997,31.555000000000007,33.0,1.5270000000000152,1.4809999999999945,58.27,57.773,16.186111111111114,0.458888888888886,5.0,3.0,1983-11-21T00:00:00,ME,HANNAH,Michael,1197024565271607,AUS,,HANNAH Michael,0,61,HANNAH M,55,52020000,AUS19831121,19,10002815812,URT,1608,POLYGON UR,0,34
34,50,1050,FAYOLLE Alexandre,151,,,,,,45,114,DNF,10008168996,,26.0,35.0,47.519,84.014,123.553,168.027,199.523,45.0,18.0,Finished,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,2.262999999999998,2.262999999999998,34.0,3.548000000000002,3.269999999999996,36.495,25.0,1.554000000000002,1.006999999999998,39.0,5.195999999999998,5.1370000000000005,39.539,48.0,2.328000000000003,1.8670000000000044,39.0,7.109999999999985,7.109999999999985,44.47399999999999,32.0,2.015999999999991,1.9729999999999848,35.0,8.531999999999982,8.531999999999982,31.49600000000001,32.0,1.4680000000000177,1.421999999999997,56.483999999999995,53.383,15.69,0.9550000000000001,21.0,63.0,1995-07-20T00:00:00,ME,FAYOLLE,Alexandre,1197024565271597,FRA,,FAYOLLE Alexandre,0,50,FAYOLLE A,45,51720000,FRA19950720,54,10008168996,URT,1608,POLYGON UR,50,22
35,63,1063,DICKSON Jacob,28,48.111,86.02,126.649,171.058,202.647,56,103,Finished,10009453642,,25.0,36.0,47.544,84.594,124.392,168.42,199.733,30.0,33.0,Finished,25.0,-2.9139999999999873,34.0,2.0929999999999964,0.9699999999999989,35.0,3.0549999999999926,2.1469999999999914,37.909,43.0,1.769999999999996,1.1769999999999925,44.0,4.799000000000007,3.8029999999999973,40.629000000000005,59.0,2.156000000000006,1.656000000000006,32.0,6.007000000000005,5.075999999999993,44.40899999999999,16.0,1.656000000000006,1.2729999999999961,28.0,6.757000000000005,6.119,31.589,29.0,1.149000000000001,1.0430000000000064,45.0,2.2879999999999967,2.2879999999999967,43.0,4.128,3.8499999999999943,37.05,41.0,2.1090000000000018,1.5619999999999976,46.0,6.034999999999997,5.975999999999999,39.798,52.0,2.5870000000000033,2.1260000000000048,40.0,7.502999999999986,7.502999999999986,44.02799999999999,24.0,1.5699999999999932,1.5269999999999868,36.0,8.74199999999999,8.74199999999999,31.313000000000017,29.0,1.285000000000025,1.2390000000000043,54.597,53.718999999999994,15.165833333333333,1.479166666666666,42.0,54.0,1997-10-05T00:00:00,ME,DICKSON,Jacob,1197024565271608,IRL,NCh,DICKSON Jacob,0,63,DICKSON J,56,52050000,IRL19971005,28,10009453642,GFT,1329,GIANT FACTORY OFF-ROAD TEAM,65,20
36,22,1022,SMITH Joseph,20,48.006,85.508,125.313,169.941,201.518,21,138,Finished,10005852518,5.0,24.0,37.0,46.869,84.165,124.177,168.018,199.737,37.0,26.0,Finished,29.0,-1.781000000000006,27.0,1.9879999999999995,0.865000000000002,23.0,2.542999999999992,1.634999999999991,37.501999999999995,27.0,1.3629999999999924,0.7699999999999889,23.0,3.463000000000008,2.4669999999999987,39.80500000000001,31.0,1.3320000000000078,0.8320000000000078,21.0,4.890000000000015,3.959000000000003,44.628,23.0,1.8750000000000142,1.4920000000000044,20.0,5.628000000000014,4.990000000000009,31.576999999999998,27.0,1.1370000000000005,1.031000000000006,24.0,1.6129999999999995,1.6129999999999995,37.0,3.6990000000000123,3.4210000000000065,37.29600000000001,48.0,2.355000000000011,1.808000000000007,43.0,5.820000000000007,5.76100000000001,40.012,54.0,2.801000000000002,2.3400000000000034,38.0,7.100999999999999,7.100999999999999,43.840999999999994,23.0,1.3829999999999956,1.3399999999999892,37.0,8.745999999999981,8.745999999999981,31.718999999999994,36.0,1.6910000000000025,1.6449999999999818,56.168,56.346000000000004,15.602222222222222,1.0427777777777774,26.0,14.0,1990-07-04T00:00:00,ME,SMITH,Joseph,1197024565271573,GBR,,SMITH Joseph,0,22,SMITH J,21,51000000,GBR19900704,43,10005852518,NFR,2013,NORCO FACTORY RACING,22,27
37,81,1081,BARTH Joshua,51,48.979,86.293,126.966,173.042,205.132,71,88,Finished,10008835569,,23.0,38.0,47.61,83.566,122.418,167.845,200.279,9.0,54.0,Finished,23.0,-4.853000000000009,66.0,2.9609999999999985,1.838000000000001,42.0,3.328000000000003,2.4200000000000017,37.31400000000001,20.0,1.1750000000000043,0.5820000000000007,50.0,5.116,4.11999999999999,40.67299999999999,61.0,2.1999999999999886,1.6999999999999886,49.0,7.991000000000014,7.060000000000002,46.07600000000001,61.0,3.3230000000000217,2.940000000000012,51.0,9.242000000000019,8.604000000000013,32.09,58.0,1.6500000000000057,1.5440000000000111,47.0,2.353999999999999,2.353999999999999,26.0,3.1000000000000085,2.8220000000000027,35.956,11.0,1.0150000000000077,0.4680000000000035,27.0,4.061000000000007,4.0020000000000095,38.852000000000004,29.0,1.6410000000000053,1.1800000000000068,35.0,6.927999999999997,6.927999999999997,45.42699999999999,50.0,2.968999999999994,2.9259999999999877,38.0,9.287999999999982,9.287999999999982,32.434,52.0,2.406000000000006,2.359999999999985,56.428999999999995,53.568999999999996,15.674722222222222,0.9702777777777776,22.0,57.0,1995-06-16T00:00:00,ME,BARTH,Joshua,1197024565271623,GER,,BARTH Joshua,0,81,BARTH J,71,52500000,GER19950616,79,10008835569,,0,,0,22
38,68,1068,ATWILL Philip,60,48.066,86.423,127.982,173.742,206.097,59,100,Finished,10008059064,,22.0,39.0,47.096,83.845,123.881,168.515,200.476,1.0,62.0,Finished,22.0,-5.621000000000009,31.0,2.048000000000002,0.9250000000000043,44.0,3.4579999999999984,2.549999999999997,38.357,64.0,2.2179999999999964,1.624999999999993,65.0,6.132000000000005,5.135999999999996,41.559,94.0,3.0859999999999985,2.5859999999999985,55.0,8.691000000000003,7.759999999999991,45.75999999999999,54.0,3.007000000000005,2.6239999999999952,60.0,10.207000000000022,9.569000000000017,32.35500000000002,73.0,1.9150000000000205,1.809000000000026,32.0,1.8399999999999963,1.8399999999999963,31.0,3.379000000000005,3.100999999999999,36.749,32.0,1.808000000000007,1.2610000000000028,41.0,5.524000000000001,5.465000000000003,40.036,55.0,2.825000000000003,2.3640000000000043,41.0,7.597999999999985,7.597999999999985,44.633999999999986,37.0,2.1759999999999877,2.1329999999999814,39.0,9.484999999999985,9.484999999999985,31.961000000000013,45.0,1.9330000000000211,1.8870000000000005,53.756,51.475,14.932222222222222,1.7127777777777773,45.0,89.0,1995-01-11T00:00:00,ME,ATWILL,Philip,1197024565271611,GBR,,ATWILL Philip,0,68,ATWILL P,59,52140000,GBR19950111,42,10008059064,PDS,1527,PROPAIN DIRT SIXPACK,0,23
39,32,1032,ILES Finn,16,47.867,85.405,124.147,169.251,200.977,29,130,Finished,10076111537,9.0,21.0,40.0,50.42,88.173,126.236,169.389,200.6,41.0,22.0,Finished,30.0,-0.37700000000000955,25.0,1.8489999999999966,0.7259999999999991,21.0,2.4399999999999977,1.5319999999999965,37.538000000000004,29.0,1.399000000000001,0.8059999999999974,10.0,2.2970000000000113,1.301000000000002,38.742000000000004,3.0,0.26900000000000546,-0.23099999999999454,15.0,4.200000000000017,3.2690000000000055,45.104,31.0,2.3510000000000133,1.9680000000000035,16.0,5.0870000000000175,4.449000000000012,31.726,37.0,1.2860000000000014,1.1800000000000068,59.0,5.1640000000000015,5.1640000000000015,57.0,7.707000000000008,7.429000000000002,37.753,55.0,2.8120000000000047,2.2650000000000006,58.0,7.879000000000005,7.820000000000007,38.063,10.0,0.8520000000000039,0.39100000000000534,46.0,8.472000000000008,8.472000000000008,43.153000000000006,8.0,0.6950000000000074,0.652000000000001,40.0,9.60899999999998,9.60899999999998,31.210999999999984,25.0,1.1829999999999927,1.136999999999972,57.143,56.443000000000005,15.873055555555556,0.7719444444444434,14.0,12.0,1999-08-15T00:00:00,ME,ILES,Finn,1197024565271581,CAN,,ILES Finn,0,32,ILES F,29,51240000,CAN19990815,35,10076111537,SGR,1667,SPECIALIZED GRAVITY,32,18
40,41,1041,GANNICOTT George,53,48.845,86.765,128.023,173.869,205.712,38,121,Finished,10008169101,,20.0,41.0,47.864,84.977,124.54,169.021,200.76,7.0,56.0,Finished,20.0,-4.951999999999998,58.0,2.826999999999998,1.7040000000000006,54.0,3.799999999999997,2.891999999999996,37.92,45.0,1.7809999999999988,1.1879999999999953,66.0,6.173000000000002,5.1769999999999925,41.257999999999996,82.0,2.7849999999999966,2.2849999999999966,59.0,8.818000000000012,7.8870000000000005,45.846000000000004,57.0,3.0930000000000177,2.710000000000008,53.0,9.822000000000003,9.183999999999997,31.84299999999999,47.0,1.4029999999999916,1.296999999999997,50.0,2.607999999999997,2.607999999999997,46.0,4.51100000000001,4.233000000000004,37.11300000000001,44.0,2.1720000000000113,1.625000000000007,49.0,6.183000000000007,6.124000000000009,39.563,49.0,2.352000000000004,1.8910000000000053,43.0,8.103999999999985,8.103999999999985,44.48099999999998,33.0,2.022999999999982,1.9799999999999756,41.0,9.768999999999977,9.768999999999977,31.739000000000004,37.0,1.7110000000000127,1.664999999999992,54.701,52.471000000000004,15.194722222222223,1.4502777777777762,41.0,75.0,1995-03-11T00:00:00,ME,GANNICOTT,George,1197024565271590,GBR,,GANNICOTT George,0,41,GANNICOTT G,38,51510000,GBR19950311,84,10008169101,OVR,2043,ONE VISION GLOBAL RACING,41,23
41,6,1006,SHAW Luca,1,47.311,83.825,122.298,165.051,195.89,6,153,Finished,10008813442,50.0,19.0,42.0,45.616,81.166,118.377,168.996,200.863,62.0,1.0,Finished,69.0,4.973000000000013,12.0,1.2929999999999993,0.1700000000000017,8.0,0.8599999999999994,-0.04800000000000182,36.514,4.0,0.375,-0.21800000000000352,4.0,0.4480000000000075,-0.5480000000000018,38.473,1.0,0.0,-0.5,1.0,0.0,-0.9310000000000116,42.752999999999986,1.0,0.0,-0.3830000000000098,1.0,0.0,-0.6380000000000052,30.839,6.0,0.3990000000000009,0.29300000000000637,5.0,0.35999999999999943,0.35999999999999943,4.0,0.7000000000000028,0.42199999999999704,35.55,7.0,0.6090000000000018,0.06199999999999761,2.0,0.01999999999999602,-0.03900000000000148,37.211,1.0,0.0,-0.4609999999999985,42.0,8.079000000000008,8.079000000000008,50.619000000000014,59.0,8.161000000000016,8.11800000000001,42.0,9.871999999999986,9.871999999999986,31.86699999999999,43.0,1.8389999999999986,1.792999999999978,57.428000000000004,58.343999999999994,15.952222222222224,0.6927777777777759,11.0,1.0,1996-12-25T00:00:00,ME,SHAW,Luca,1197024565271558,USA,,SHAW Luca,0,6,SHAW L,6,50550000,USA19961225,10,10008813442,SCB,1307,SANTA CRUZ SYNDICATE,6,21
42,95,1095,BARANEK Rastislav,52,48.659,87.005,127.915,173.836,205.495,84,75,Finished,10008169808,,18.0,43.0,47.865,85.024,124.481,169.678,200.987,8.0,55.0,Finished,18.0,-4.50800000000001,49.0,2.6409999999999982,1.5180000000000007,59.0,4.039999999999992,3.131999999999991,38.346,63.0,2.2069999999999936,1.61399999999999,63.0,6.065000000000012,5.069000000000003,40.91000000000001,75.0,2.437000000000012,1.9370000000000118,58.0,8.785000000000025,7.854000000000013,45.92100000000001,58.0,3.1680000000000206,2.785000000000011,52.0,9.605000000000018,8.967000000000013,31.658999999999992,35.0,1.218999999999994,1.1129999999999995,51.0,2.6090000000000018,2.6090000000000018,48.0,4.558000000000007,4.280000000000001,37.159,46.0,2.2180000000000035,1.6709999999999994,48.0,6.123999999999995,6.064999999999998,39.456999999999994,45.0,2.245999999999995,1.7849999999999966,52.0,8.760999999999996,8.760999999999996,45.197,45.0,2.7390000000000043,2.695999999999998,43.0,9.995999999999981,9.995999999999981,31.308999999999997,28.0,1.281000000000006,1.2349999999999852,56.058,54.52,15.571666666666667,1.0733333333333324,28.0,40.0,1995-04-14T00:00:00,ME,BARANEK,Rastislav,1197024565271636,SVK,,BARANEK Rastislav,0,95,BARANEK R,84,52890000,SVK19950414,112,10008169808,,0,,0,23
43,40,1040,MASTERS Wyn,56,49.519,87.806,127.892,173.688,205.738,37,122,Finished,10004406107,,17.0,44.0,48.414,85.558,125.163,169.555,201.368,4.0,59.0,Finished,17.0,-4.3700000000000045,80.0,3.5009999999999977,2.378,74.0,4.840999999999994,3.9329999999999927,38.287,61.0,2.147999999999996,1.5549999999999926,62.0,6.042000000000002,5.045999999999992,40.086,41.0,1.6129999999999995,1.1129999999999995,54.0,8.637,7.705999999999989,45.79599999999999,55.0,3.0430000000000064,2.6599999999999966,56.0,9.848000000000013,9.210000000000008,32.05000000000001,56.0,1.6100000000000136,1.504000000000019,56.0,3.1580000000000013,3.1580000000000013,51.0,5.092000000000013,4.814000000000007,37.144000000000005,45.0,2.20300000000001,1.656000000000006,55.0,6.805999999999997,6.747,39.60499999999999,50.0,2.3939999999999912,1.9329999999999927,49.0,8.638000000000005,8.638000000000005,44.39200000000001,31.0,1.9340000000000117,1.8910000000000053,44.0,10.376999999999981,10.376999999999981,31.812999999999988,40.0,1.7849999999999966,1.738999999999976,55.895,54.778999999999996,15.52638888888889,1.1186111111111092,31.0,34.0,1987-04-18T00:00:00,ME,MASTERS,Wyn,1197024565271589,NZL,,MASTERS Wyn,0,40,MASTERS W,37,51480000,NZL19870418,45,10004406107,GTR,2103,GT FACTORY RACING,40,31
44,44,1044,PIERRON Baptiste,37,48.212,85.894,126.929,172.482,203.798,40,119,Finished,10008586504,,16.0,45.0,47.454,84.559,124.962,169.529,201.389,22.0,41.0,Finished,16.0,-2.408999999999992,36.0,2.1940000000000026,1.071000000000005,30.0,2.929000000000002,2.021000000000001,37.682,36.0,1.5429999999999993,0.9499999999999957,49.0,5.079000000000008,4.082999999999998,41.035,78.0,2.5619999999999976,2.0619999999999976,42.0,7.431000000000012,6.5,45.553,44.0,2.8000000000000114,2.4170000000000016,37.0,7.9080000000000155,7.27000000000001,31.316000000000003,17.0,0.8760000000000048,0.7700000000000102,39.0,2.1980000000000004,2.1980000000000004,42.0,4.0930000000000035,3.8149999999999977,37.105,42.0,2.1640000000000015,1.6169999999999973,53.0,6.605000000000004,6.5460000000000065,40.403000000000006,58.0,3.1920000000000073,2.7310000000000088,48.0,8.611999999999995,8.611999999999995,44.56699999999999,36.0,2.1089999999999947,2.0659999999999883,45.0,10.397999999999996,10.397999999999996,31.860000000000014,42.0,1.832000000000022,1.7860000000000014,54.507,53.718999999999994,15.140833333333333,1.5041666666666664,43.0,54.0,1993-08-08T00:00:00,ME,PIERRON,Baptiste,1197024565271592,FRA,,PIERRON Baptiste,0,44,PIERRON B,40,51570000,FRA19930808,13,10008586504,VVR,2096,VOULVOUL RACING,44,24
45,64,1064,TRUMMER David,49,48.997,86.948,127.261,172.611,205.04,57,102,Finished,10007713403,,15.0,46.0,47.707,84.995,124.398,169.321,201.403,11.0,52.0,Finished,15.0,-3.6370000000000005,67.0,2.978999999999999,1.8560000000000016,58.0,3.98299999999999,3.0749999999999886,37.95099999999999,48.0,1.8119999999999905,1.218999999999987,54.0,5.411000000000001,4.414999999999992,40.313,54.0,1.8400000000000034,1.3400000000000034,44.0,7.560000000000002,6.628999999999991,45.349999999999994,36.0,2.5970000000000084,2.2139999999999986,49.0,9.150000000000006,8.512,32.429,80.0,1.9890000000000043,1.8830000000000098,49.0,2.4510000000000005,2.4510000000000005,47.0,4.529000000000011,4.251000000000005,37.288000000000004,47.0,2.3470000000000084,1.8000000000000043,47.0,6.040999999999997,5.981999999999999,39.40299999999999,42.0,2.191999999999993,1.7309999999999945,44.0,8.403999999999996,8.403999999999996,44.923,41.0,2.4650000000000034,2.421999999999997,46.0,10.411999999999978,10.411999999999978,32.081999999999994,47.0,2.054000000000002,2.0079999999999814,55.571999999999996,53.532,15.436666666666666,1.208333333333334,36.0,58.0,1994-06-01T00:00:00,ME,TRUMMER,David,1197024565271609,AUT,,TRUMMER David,0,64,TRUMMER D,57,52080000,AUT19940601,32,10007713403,PDS,1527,PROPAIN DIRT SIXPACK,63,24
46,53,1053,FREW Jackson,39,48.69,86.825,126.591,172.176,203.952,47,112,Finished,10009895802,,14.0,47.0,47.964,85.737,124.667,169.609,201.528,20.0,43.0,Finished,14.0,-2.4240000000000066,50.0,2.671999999999997,1.5489999999999995,55.0,3.8599999999999994,2.951999999999998,38.135000000000005,53.0,1.9960000000000022,1.4029999999999987,42.0,4.741,3.7449999999999903,39.76599999999999,29.0,1.2929999999999922,0.7929999999999922,38.0,7.125,6.193999999999988,45.584999999999994,48.0,2.832000000000008,2.448999999999998,39.0,8.062000000000012,7.424000000000007,31.77600000000001,41.0,1.3360000000000127,1.2300000000000182,53.0,2.7079999999999984,2.7079999999999984,53.0,5.271000000000001,4.992999999999995,37.772999999999996,56.0,2.8320000000000007,2.2849999999999966,50.0,6.310000000000002,6.251000000000005,38.93000000000001,31.0,1.7190000000000083,1.2580000000000098,50.0,8.692000000000007,8.692000000000007,44.94200000000001,42.0,2.484000000000009,2.4410000000000025,47.0,10.536999999999978,10.536999999999978,31.918999999999983,44.0,1.8909999999999911,1.8449999999999704,56.058,54.021,15.571666666666667,1.0733333333333324,28.0,50.0,1998-06-26T00:00:00,ME,FREW,Jackson,1197024565271599,AUS,,FREW Jackson,0,53,FREW J,47,51780000,AUS19980626,119,10009895802,,0,,53,19
47,71,1071,GARLICKI Stefan,59,48.423,86.269,126.453,173.608,205.853,62,97,Finished,10006796549,,13.0,48.0,47.458,85.141,124.329,169.744,201.764,2.0,61.0,Finished,13.0,-4.088999999999999,44.0,2.405000000000001,1.2820000000000036,40.0,3.304000000000002,2.396000000000001,37.846000000000004,40.0,1.7070000000000007,1.1139999999999972,40.0,4.603000000000009,3.6069999999999993,40.184,47.0,1.7109999999999985,1.2109999999999985,53.0,8.557000000000016,7.626000000000005,47.155,95.0,4.402000000000015,4.0190000000000055,59.0,9.963000000000022,9.325000000000017,32.245000000000005,69.0,1.8050000000000068,1.6990000000000123,40.0,2.201999999999998,2.201999999999998,49.0,4.675000000000011,4.397000000000006,37.68300000000001,53.0,2.7420000000000115,2.1950000000000074,45.0,5.971999999999994,5.912999999999997,39.18799999999999,36.0,1.9769999999999897,1.5159999999999911,53.0,8.826999999999998,8.826999999999998,45.415000000000006,49.0,2.957000000000008,2.9140000000000015,48.0,10.772999999999996,10.772999999999996,32.02000000000001,46.0,1.9920000000000186,1.945999999999998,57.2,54.818000000000005,15.888888888888891,0.7561111111111085,13.0,33.0,1990-09-12T00:00:00,ME,GARLICKI,Stefan,1197024565271614,RSA,,GARLICKI Stefan,0,71,GARLICKI S,62,52230000,RSA19900912,55,10006796549,,0,,0,27
